,Unnamed: 0,sent1,sent2,similarity,pool_DSBERT,pool_CBERT,cls_DSBERT,cls_CBERT,predicted_MINILM
1164,1164,A person is cutting an onion,One person is cutting an onion,0.95,0.9830182,0.98731816,0.97748977,0.9603067,"(0.99572927, 0.96171355)"
1165,1165,A person is slicing an onion,A person is cutting an onion,0.95,0.9435177,0.93438554,0.96471614,0.9317608,"(0.96286213, 0.9206002)"
1166,1166,A carrot is being sliced by a woman,A woman is slicing a carrot,0.95,0.9461748,0.94016135,0.95161676,0.91871786,"(0.9538791, 0.8913201)"
1167,1167,A woman is slicing a carrot,There is no woman slicing a carrot,0.55,0.9546933,0.95779383,0.9541204,0.9456567,"(0.93985176, 0.7625102)"
1168,1168,The oriental lady is cutting a carrot into thin pieces,The oriental lady is cutting a carrot into pieces that are thin,1.0,0.9879591,0.9878147,0.9719034,0.97445357,"(0.9983993, 0.99492383)"
1169,1169,A thin lady is piecing together oriental carrot cuts,A woman is slicing a carrot,0.575,0.90901315,0.90301275,0.9310239,0.9266126,"(0.9010794, 0.75787985)"
1170,1170,The oriental lady is cutting a carrot into thin pieces,A carrot is being sliced by a woman,0.825,0.93538123,0.93732864,0.94817126,0.9448902,"(0.91008574, 0.7790227)"
1171,1171,The oriental lady is cutting a carrot into thin pieces,A woman is slicing a carrot,0.8500000000000001,0.9219121,0.9167659,0.90824527,0.8730489,"(0.91072714, 0.80376685)"
1172,1172,A man is pouring a plate of shredded cheese into a pot of sauce,A man is pouring a plate of cheese which is shredded into a pot of sauce,1.0,0.99163616,0.9881332,0.9935974,0.9912799,"(0.9946697, 0.98268753)"
1173,1173,A man is pouring a plate of shredded cheese into a pot of sauce,A man is taking a plate of shredded cheese off of a pot of sauce,0.725,0.98654026,0.98337567,0.98373777,0.98300034,"(0.9579859, 0.85933113)"
1174,1174,The woman is adding cheese to the sauce,The lady is adding cheese to the sauce,0.95,0.9945303,0.99351025,0.9959124,0.9923244,"(0.98367923, 0.95338696)"
1175,1175,A man is pouring a plate of cheese which is shredded into a pot of sauce,The lady is adding cheese to the sauce,0.65,0.885918,0.8722997,0.92043126,0.78427196,"(0.78241074, 0.5168315)"
1176,1176,The lady is adding cheese to the sauce,A man is taking a plate of shredded cheese off of a pot of sauce,0.35,0.88782054,0.877126,0.9284586,0.78983366,"(0.7854708, 0.45711458)"
1177,1177,A man is pouring a pot of cheese sauce into a shredded plate,The lady is adding cheese to the sauce,0.3,0.8772397,0.87362546,0.909998,0.7886199,"(0.7781177, 0.5249506)"
1178,1178,The lady is adding cheese to the sauce,A man is pouring a plate of shredded cheese into a pot of sauce,0.675,0.8717357,0.8646583,0.91192275,0.7974259,"(0.799929, 0.5534046)"
1179,1179,Some cameras are being burned by a person with a blow torch,A person is burning some cameras with a blow torch,0.95,0.9608867,0.97794884,0.9511961,0.9713668,"(0.9867747, 0.9378195)"
1180,1180,There is no person setting fire to the cameras,The person is setting fire to the cameras,0.525,0.96679705,0.96468514,0.97892547,0.96903,"(0.94439816, 0.71849525)"
1181,1181,A person is burning some cameras with a blow torch,The person is setting fire to the cameras,0.7749999999999999,0.894388,0.93189174,0.9107684,0.9276115,"(0.8817296, 0.7805406)"
1182,1182,The man is playing an acoustic guitar,The man is playing a guitar which is acoustic,0.975,0.97340536,0.9637476,0.9660413,0.95241135,"(0.9910884, 0.98089653)"
1183,1183,The man isn't playing an acoustic guitar,The man is playing an acoustic guitar,0.8,0.9429363,0.939796,0.9588772,0.96627986,"(0.9513881, 0.7435305)"
1184,1184,The man is playing a guitar which is acoustic,A man is playing the guitar,0.825,0.95118064,0.95696443,0.94565374,0.9441707,"(0.9609445, 0.9087694)"
1185,1185,A man is playing the guitar,The man isn't playing an acoustic guitar,0.7,0.9195597,0.9216112,0.9345677,0.92229944,"(0.92357385, 0.7085291)"
1186,1186,The man is playing an acoustic guitar,A man is playing the guitar,0.8999999999999999,0.9706795,0.9727267,0.9802928,0.9702665,"(0.9614266, 0.8967016)"
1187,1187,A person is cutting an onion into pieces,A person is piecing together an onion,0.6,0.94234014,0.932585,0.9526149,0.9266514,"(0.9435062, 0.78334093)"
1188,1188,A person is slicing a carrot into pieces,A carrot is being sliced into pieces by a person,1.0,0.95025474,0.9497235,0.94372237,0.93861717,"(0.97246593, 0.9191341)"
1189,1189,There is no person slicing a carrot into pieces,A person is slicing a carrot into pieces,0.625,0.9770886,0.9781846,0.97265756,0.96915376,"(0.9702164, 0.82067806)"
1190,1190,There is no person slicing a carrot into pieces,A person is cutting an onion into pieces,0.425,0.9298444,0.93709224,0.9442049,0.94488716,"(0.66391975, 0.52562475)"
1191,1191,A person is piecing together an onion,A person is slicing a carrot into pieces,0.375,0.92326033,0.91767144,0.9560218,0.9436163,"(0.6285031, 0.45624998)"
1192,1192,The man is slicing a potato,The man is wrapping a potato,0.7749999999999999,0.9646355,0.96608853,0.984862,0.9870318,"(0.86665297, 0.67192006)"
1193,1193,The man is slicing the potato,The person is slicing the potato,0.825,0.9746065,0.9589013,0.9819956,0.9238167,"(0.97948396, 0.9078711)"
1194,1194,The man is slicing the potato,The man is not slicing the potato,0.475,0.9841308,0.9825012,0.9898553,0.98363423,"(0.97869086, 0.868598)"
1195,1195,The person is carefully slicing a potato,The man is slicing the potato,0.825,0.9529444,0.9573022,0.97016346,0.95035136,"(0.9765837, 0.882396)"
1196,1196,The man is slicing the potato,The man is wrapping a potato,0.65,0.9476107,0.9485575,0.9712535,0.9511372,"(0.8687594, 0.66461194)"
1197,1197,The man is cooking slices of potato,The man is slicing the potato,0.7,0.92080283,0.93400925,0.9435723,0.9514695,"(0.94867975, 0.8645551)"
1198,1198,The man is slicing a potato,The man is slicing the potato,1.0,0.97982717,0.980818,0.98075795,0.95309055,"(0.9984971, 0.996481)"
1199,1199,There is no one cutting a tomato,Someone is cutting a tomato,0.6,0.94047487,0.9475602,0.9627135,0.93186057,"(0.9742714, 0.7973317)"
1200,1200,The lady is slicing a tomato,The woman is slicing a tomato,0.925,0.9884153,0.98549426,0.99128455,0.99051917,"(0.98355883, 0.95332015)"
1201,1201,Somebody is cutting a tomato,The lady is slicing a tomato,0.8500000000000001,0.9299614,0.9385308,0.9620408,0.93279076,"(0.88784534, 0.74067104)"
1202,1202,A man is preparing some dish,A man is preparing a dish,1.0,0.98739904,0.9764687,0.9925589,0.9803212,"(0.99865294, 0.9945127)"
1203,1203,The woman is slicing an onion with a knife,An onion is being sliced with a knife by the woman,0.95,0.96601874,0.95543605,0.96228373,0.9500876,"(0.97543705, 0.9085501)"
1204,1204,A man is preparing some dish,The woman is not slicing an onion with a knife,0.15,0.89292353,0.87759084,0.9335898,0.90307426,"(0.5963509, 0.19642513)"
1205,1205,The woman is slicing an onion with a knife,A man is preparing a dish,0.3,0.8708786,0.88113177,0.91110456,0.91809225,"(0.59962064, 0.24246217)"
1206,1206,Runners are competing in a race,Runners are not taking part in the race,0.725,0.9107109,0.89958394,0.9570825,0.93445206,"(0.94908404, 0.6823042)"
1207,1207,Runners are racing in a competition,Runners are competing in a race,0.875,0.98503613,0.9826219,0.98905766,0.987001,"(0.98499745, 0.9657956)"
1208,1208,The runners are racing impetuously around a track,The runners are racing around a track,0.925,0.95072633,0.96141547,0.97774076,0.98449373,"(0.9697975, 0.9033302)"
1209,1209,The runners are racing around a track,The runners are not racing around a track,0.675,0.9843633,0.9790695,0.979035,0.98230547,"(0.96192294, 0.83113563)"
1210,1210,The runners are racing impetuously around a track,Runners are competing in a race,0.825,0.9020316,0.90264714,0.9438622,0.9381388,"(0.9149604, 0.8003516)"
1211,1211,Runners are competing in a race,The runners are not racing around a track,0.65,0.9340093,0.92393297,0.94646466,0.9353282,"(0.9084884, 0.7425499)"
1212,1212,The runners are racing around a track,Runners are racing in a competition,0.75,0.94367355,0.93170696,0.9630329,0.9516517,"(0.9484546, 0.8628062)"
1213,1213,The runners are racing around a track,Runners are competing in a race,0.8125,0.94592303,0.9357541,0.96273285,0.9583224,"(0.94376427, 0.8440002)"
1214,1214,A man is running,A man is standing still,0.35,0.8724191,0.9057169,0.90817165,0.876464,"(0.7403754, 0.30419996)"
1215,1215,A man is running down the road,One man is running down the road,0.925,0.98650753,0.98613554,0.98243093,0.95733297,"(0.98755264, 0.9103485)"
1216,1216,A man is racing,A man is running down the road,0.575,0.9069121,0.9279835,0.9532536,0.95733666,"(0.77548754, 0.5718447)"
1217,1217,A man is running down the road,A man is standing still,0.425,0.8576841,0.8580674,0.90941447,0.78260976,"(0.74042445, 0.259319)"
1218,1218,A man is running down the road,A man is running,0.875,0.93993974,0.8879045,0.97006226,0.907089,"(0.88841283, 0.74749035)"
1219,1219,The keyboard is being played with his nose by a man,A man is playing the keyboard with his nose,0.925,0.9646283,0.96346676,0.9556991,0.92716086,"(0.9766922, 0.9337791)"
1220,1220,A man at the keyboard is playing with his nose,A man is playing the keyboard with his nose,0.825,0.9852356,0.9821139,0.98961586,0.98470837,"(0.987653, 0.9857774)"
1221,1221,The man is playing the piano with his nose,There is no man playing the piano with his nose,0.475,0.9780485,0.972686,0.9777978,0.9698421,"(0.923809, 0.71230245)"
1222,1222,The man is playing the piano with his nose,The keyboard is being played with his nose by a man,0.8,0.9507896,0.95310175,0.94781435,0.94179773,"(0.8303735, 0.6630296)"
1223,1223,A man is idling,The man is playing the piano with his nose,0.125,0.8579922,0.8449601,0.9079938,0.8557907,"(0.6669394, 0.21625426)"
1224,1224,A man at the keyboard is playing with his nose,The man is playing the piano with his nose,0.625,0.9613482,0.95927393,0.9567202,0.9673984,"(0.8588911, 0.7215687)"
1225,1225,A baby rhino is following an adult rhino,"A rhino, which is little, is following an adult rhino",0.875,0.9727242,0.9663676,0.97479516,0.9681541,"(0.95999813, 0.8607188)"
1226,1226,A baby rhino is following an adult rhino,A baby and an adult are being followed by a rhino,0.475,0.89467925,0.93804795,0.9186955,0.95578575,"(0.97455174, 0.9220908)"
1227,1227,"A rhino, which is a youngling, is walking around a pen with its mother",A baby rhino is walking around a pen with its mother,0.95,0.9812654,0.9781352,0.9800422,0.97537553,"(0.9478069, 0.89180386)"
1228,1228,A baby rhino is walking around a pen with its mother,A mother is giving the baby a pen with a walking rhino on it,0.275,0.940863,0.95439225,0.92699337,0.93659765,"(0.9818083, 0.90045786)"
1229,1229,A baby rhino is following an adult rhino,"A rhino, which is a youngling, is walking around a pen with its mother",0.95,0.9190107,0.9281623,0.9326506,0.9165155,"(0.8067684, 0.6707097)"
1230,1230,A baby rhino and its mother are standing in a pen,A baby rhino is following an adult rhino,0.675,0.9322581,0.92974454,0.9558268,0.939615,"(0.82401943, 0.7057379)"
1231,1231,A baby rhino is following an adult rhino,A mother is giving the baby a pen with a walking rhino on it,0.275,0.9178493,0.90167606,0.9302759,0.9293363,"(0.79353493, 0.6037941)"
1232,1232,A man is riding a motorcycle,A man is getting off the motorcycle,0.5,0.94001675,0.95688224,0.9638687,0.9762964,"(0.95042944, 0.77034193)"
1233,1233,A man is dangerously riding a motorcycle through a town,A man is riding a motorcycle through the town,0.825,0.9796052,0.9822182,0.9823648,0.9859124,"(0.9402809, 0.8367818)"
1234,1234,There is no man riding a motorcycle through the town,A man is riding a motorcycle through the town,0.7,0.96834266,0.9646245,0.975899,0.9565419,"(0.88382167, 0.63603246)"
1235,1235,A man is dangerously riding a motorcycle through a town,A man is riding a motorcycle,0.8,0.9661157,0.96162456,0.97571826,0.9440597,"(0.86941755, 0.6581085)"
1236,1236,There is no man riding a motorcycle through the town,A man is riding a motorcycle,0.55,0.9213415,0.90706044,0.93620616,0.85927075,"(0.85805166, 0.5187906)"
1237,1237,A group of people is singing,A few people are singing,0.8999999999999999,0.9570484,0.95858014,0.97335106,0.96924776,"(0.9821195, 0.92737734)"
1238,1238,A group of people is singing,A group of people is silent,0.7,0.9577278,0.9620964,0.9593821,0.9627269,"(0.74381334, 0.48948506)"
1239,1239,Some people are singing,Some persons are singing,0.975,0.96517,0.9772685,0.9805537,0.9888476,"(0.99518883, 0.971975)"
1240,1240,Some people are singing,Some people are silent,0.725,0.94574946,0.95365137,0.9611491,0.9621828,"(0.7464342, 0.4307678)"
1241,1241,Some people are silent,A group of people is singing,0.3249999999999999,0.90761995,0.89213264,0.93296987,0.90231526,"(0.7437929, 0.40937102)"
1242,1242,Some people are singing,A group of people is silent,0.275,0.91881007,0.8893403,0.93978506,0.90563357,"(0.7171817, 0.4015165)"
1243,1243,A man is playing a trumpet brightly,A man is playing a trumpet,0.825,0.98284113,0.9803627,0.97381204,0.9427646,"(0.9587554, 0.876178)"
1244,1244,A man is playing a trumpet,A man is putting a trumpet away,0.7749999999999999,0.93600255,0.90712404,0.94836307,0.82624257,"(0.94338775, 0.7751136)"
1245,1245,The man is playing a guitar,A guitar is being played by the man,0.975,0.9451599,0.9599712,0.9428385,0.9335086,"(0.9738579, 0.9035903)"
1246,1246,The man is playing a guitar,The man is not playing a guitar,0.55,0.9710722,0.9734,0.97093976,0.9797137,"(0.93106884, 0.68918115)"
1247,1247,A guitar is being played by the man,A man is playing a trumpet,0.5,0.9149244,0.93852186,0.93496925,0.93063027,"(0.6241845, 0.42884374)"
1248,1248,The man is not playing a guitar,A man is playing a trumpet,0.55,0.9440984,0.9355004,0.94165516,0.95869046,"(0.6544518, 0.35615462)"
1249,1249,The man is playing a guitar,A man is playing a trumpet brightly,0.35,0.9500547,0.9345683,0.9551506,0.9024593,"(0.64570594, 0.4300878)"
1250,1250,A man is putting a trumpet away,The man is playing a guitar,0.25,0.8838228,0.84596324,0.9205053,0.75962466,"(0.6403714, 0.33329582)"
1251,1251,A man is dancing,A man is motionless,0.575,0.9023419,0.8556919,0.9282308,0.88414454,"(0.67946506, 0.40400183)"
1252,1252,A man is speaking,A man is silent,0.575,0.9422703,0.9143579,0.9522337,0.9249966,"(0.8686008, 0.62062955)"
1253,1253,A man is dancing,A man is talking,0.425,0.941946,0.91669405,0.95547307,0.9307227,"(0.72658026, 0.39908475)"
1254,1254,A man is speaking,One man is dancing,0.3249999999999999,0.89472604,0.8803165,0.92879593,0.89760363,"(0.69091177, 0.27508175)"
1255,1255,A man is speaking,A man is motionless,0.4499999999999999,0.91429913,0.8537574,0.9397834,0.86530423,"(0.74252194, 0.3470018)"
1256,1256,One panda is climbing,A panda is climbing,0.975,0.98205286,0.9765266,0.98308647,0.95536405,"(0.98881066, 0.94299936)"
1257,1257,There is no panda climbing,A man is climbing a rope,0.075,0.7629411,0.82001525,0.8129949,0.7393129,"(0.63591224, 0.26822624)"
1258,1258,A man is carefully climbing a rope,A panda is climbing,0.15,0.8230301,0.87009853,0.87108433,0.8690841,"(0.6237626, 0.32386297)"
1259,1259,A panda is climbing,A man is untying a rope,0.0,0.8668475,0.8449605,0.9146051,0.78948355,"(0.5167029, 0.12285082)"
1260,1260,A man is being roped before a climb,A panda is climbing,0.0,0.84023184,0.8448874,0.901413,0.84027326,"(0.6999426, 0.3868095)"
1261,1261,A woman is dancing in a cage,There is no woman dancing in a cage,0.675,0.96186614,0.96003443,0.97118205,0.9513612,"(0.86837626, 0.6410634)"
1262,1262,A woman is dancing in a cage,The lady is dancing,0.7749999999999999,0.9054307,0.9261757,0.92436945,0.8627232,"(0.78406274, 0.6427032)"
1263,1263,The woman is not dancing,A woman is dancing in a cage,0.675,0.90747213,0.86722684,0.9354281,0.8858167,"(0.7754829, 0.6068249)"
1264,1264,A woman is dancing beautifully in a cage,The woman is dancing,0.83375,0.8734565,0.90590215,0.9102554,0.9408009,"(0.80696356, 0.6850269)"
1265,1265,A woman is dancing in a cage,The woman is dancing,0.8500000000000001,0.89433587,0.9203055,0.92094266,0.94129276,"(0.80202, 0.6946619)"
1266,1266,Four people are floating on a raft,A few people are floating on a raft,0.86625,0.9723059,0.98100656,0.9801227,0.977098,"(0.93529487, 0.8945984)"
